82.40	8240	8240	U	0	unclassified
17.60	1760	0	R	1	root
17.60	1760	0	R1	131567	  cellular organisms
17.59	1758	0	D	2	    Bacteria
16.32	1632	0	D1	1783272	      Terrabacteria group
16.23	1623	0	P	1239	        Firmicutes
15.16	1515	0	C	186801	          Clostridia
15.15	1514	0	O	186802	            Clostridiales
6.78	677	0	F	541000	              Ruminococcaceae
5.36	535	0	G	216851	                Faecalibacterium
5.36	535	535	S	853	                  Faecalibacterium prausnitzii
1.40	140	0	G	946234	                Flavonifractor
1.40	140	140	S	292800	                  Flavonifractor plautii
0.02	2	0	G	1263	                Ruminococcus
0.01	1	1	S	1160721	                  Ruminococcus bicirculans
0.01	1	1	S	1264	                  Ruminococcus albus
3.89	388	0	F	186803	              Lachnospiraceae
2.45	245	0	F1	186928	                unclassified Lachnospiraceae
1.27	126	126	S	2109691	                  Lachnospiraceae bacterium GAM79
0.95	95	95	S	39491	                  [Eubacterium] rectale
0.23	23	23	S	2109690	                  Lachnospiraceae bacterium Choco86
0.56	56	0	G	841	                Roseburia
0.56	56	56	S	301301	                  Roseburia hominis
0.38	38	0	G	1506553	                Lachnoclostridium
0.24	23	23	S	208479	                  [Clostridium] bolteae
0.08	7	7	S	1871021	                  Lachnoclostridium phocaeense
0.05	4	4	S	1834196	                  Lachnoclostridium sp. YL32
0.01	1	1	S	84030	                  [Clostridium] saccharolyticum
0.01	1	1	S	29370	                  [Clostridium] sphenoides
0.26	25	0	G	207244	                Anaerostipes
0.26	25	25	S	649756	                  Anaerostipes hadrus
0.22	21	0	G	572511	                Blautia
0.18	17	17	S	1322	                  Blautia hansenii
0.04	3	3	S	1912897	                  Blautia sp. N6H1-15
0.01	1	0	G	1164882	                Lachnoanaerobaculum
0.01	1	1	S	617123	                  Lachnoanaerobaculum umeaense
1.92	192	0	O1	186813	              unclassified Clostridiales
1.77	176	0	G	1392389	                Intestinimonas
1.77	176	176	S	1297617	                  Intestinimonas butyriciproducens
0.07	7	0	G	2039302	                Monoglobus
0.07	7	7	S	1981510	                  Monoglobus pectinilyticus
0.08	8	0	O2	39779	                unclassified Clostridiales (miscellaneous)
0.08	8	8	S	2109688	                  Clostridiales bacterium CCNA10
1.21	120	0	F	216572	              Oscillospiraceae
1.21	120	0	G	459786	                Oscillibacter
1.21	120	120	S	2109687	                  Oscillibacter sp. PEA192
0.73	73	0	F	186806	              Eubacteriaceae
0.73	73	0	G	1730	                Eubacterium
0.47	46	46	S	39488	                  [Eubacterium] hallii
0.24	23	23	S	39485	                  [Eubacterium] eligens
0.02	2	2	S	1736	                  Eubacterium limosum
0.01	1	1	S	29322	                  [Eubacterium] cellulosolvens
0.37	37	0	F	186804	              Peptostreptococcaceae
0.36	36	0	G	1870884	                Clostridioides
