45.55	13212423	13212423	U	0	unclassified
54.45	15791251	0	R	1	root
54.43	15787471	0	R1	131567	  cellular organisms
54.36	15765092	0	D	2	    Bacteria
45.74	13266870	0	D1	1783270	      FCB group
45.74	13266108	0	D2	68336	        Bacteroidetes/Chlorobi group
45.74	13265588	0	P	976	          Bacteroidetes
45.40	13168589	0	C	200643	            Bacteroidia
45.40	13168399	0	O	171549	              Bacteroidales
33.44	9697859	0	F	815	                Bacteroidaceae
33.44	9697859	0	G	816	                  Bacteroides
25.38	7360972	7360972	S	357276	                    Bacteroides dorei
2.36	685625	685625	S	246787	                    Bacteroides cellulosilyticus
2.20	639338	639338	S	818	                    Bacteroides thetaiotaomicron
2.76	801266	801266	S	821	                    Bacteroides vulgatus
0.29	83553	83553	S	376805	                    Bacteroides salanitronis
0.28	81700	81700	S	817	                    Bacteroides fragilis
0.08	24397	24397	S	1796613	                    Bacteroides caecimuris
0.02	5295	5295	S	47678	                    Bacteroides caccae
0.02	5278	5278	S	28116	                    Bacteroides ovatus
0.01	3914	3914	S	28113	                    Bacteroides heparinolyticus
0.01	2663	2663	S	290053	                    Bacteroides helcogenes
0.01	1920	1920	S	151276	                    Bacteroides coprosuis
0.01	1931	1931	S	28119	                    Bacteroides zoogleoformans
11.50	3335677	0	F	2005525	                Tannerellaceae
11.50	3335217	0	G	375288	                  Parabacteroides
6.32	1831628	1831628	S	823	                    Parabacteroides distasonis
5.18	1503589	1503589	S	2025876	                    Parabacteroides sp. CT06
0.00	459	0	G	195950	                  Tannerella
0.00	292	292	S	712710	                    Tannerella sp. oral taxon HOT-286
0.00	167	167	S	28112	                    Tannerella forsythia
0.30	86815	0	F	171550	                Rikenellaceae
0.30	86683	0	G	239759	                  Alistipes
0.26	74650	74650	S	328814	                    Alistipes shahii
0.04	12033	12033	S	214856	                    Alistipes finegoldii
0.00	132	0	G	1611681	                  Mucinivorans
0.00	132	132	S	1433126	                    Mucinivorans hirudinis
0.09	26699	0	F	2005519	                Barnesiellaceae
0.09	26699	0	G	397864	                  Barnesiella
0.09	26699	26699	S	397865	                    Barnesiella viscericola
0.03	9062	0	F	171552	                Prevotellaceae
0.03	9062	0	G	838	                  Prevotella
0.01	3340	3340	S	28131	                    Prevotella intermedia
0.01	2630	2630	S	28129	                    Prevotella denticola
0.00	268	268	S	839	                    Prevotella ruminicola
0.00	950	950	S	1177574	                    Prevotella jejuni
0.00	551	551	S	76123	                    Prevotella enoeca
0.00	731	731	S	28132	                    Prevotella melaninogenica
0.00	236	236	S	52227	                    Prevotella dentalis
0.00	164	164	S	652716	                    Prevotella sp. oral taxon 299
0.00	136	136	S	589437	                    Prevotella scopos
0.00	53	53	S	589436	                    Prevotella fusca
0.03	8885	0	F	1853231	                Odoribacteraceae
0.03	8885	0	G	283168	                  Odoribacter
0.03	8885	8885	S	28118	                    Odoribacter splanchnicus
0.01	1804	0	F	2005473	                Muribaculaceae
0.01	1804	0	G	1918540	                  Muribaculum
0.01	1804	1804	S	1796646	                    Muribaculum intestinale
0.00	1287	0	F	171551	                Porphyromonadaceae
0.00	1006	0	G	836	                  Porphyromonas
0.00	699	699	S	837	                    Porphyromonas gingivalis
0.00	286	286	S	393921	                    Porphyromonas crevioricanis
0.00	20	20	S	28123	                    Porphyromonas asaccharolytica
0.00	194	0	G	1784836	                  Fermentimonas
0.00	194	194	S	1562970	                    Fermentimonas caenicola
0.00	86	0	G	307628	                  Petrimonas
0.00	86	86	S	1642646	                    Petrimonas mucosa
0.00	195	0	F	2005523	                Paludibacteraceae
0.00	195	0	G	346096	                  Paludibacter
0.00	195	195	S	185300	                    Paludibacter propionicigenes
0.00	68	0	F	2005520	                Dysgonamonadaceae
0.00	68	0	G	294702	                  Proteiniphilum
0.00	68	68	S	1642647	                    Proteiniphilum saccharofermentans
0.00	43	0	O1	333046	                unclassified Bacteroidales
0.00	30	0	G	511434	                  Candidatus Azobacteroides
0.00	30	30	S	511435	                    Candidatus Azobacteroides pseudotrichonymphae
0.00	12	0	O2	185291	                  unclassified Bacteroidales (miscellaneous)
0.00	12	12	S	1400053	                    Bacteroidales bacterium CF
0.00	190	0	O	1970189	              Marinilabiliales
0.00	90	0	F	1471398	                Prolixibacteraceae
0.00	90	0	G	1471399	                  Draconibacterium
0.00	90	90	S	1168034	                    Draconibacterium orientale
0.00	46	0	F	1573805	                Marinifilaceae
0.00	46	0	F1	1717716	                  unclassified Marinifilaceae
0.00	46	46	S	1717717	                    Marinifilaceae bacterium SPP2
0.00	35	0	F	558415	                Marinilabiliaceae
0.00	35	0	G	1193324	                  Alkalitalea
0.00	35	35	S	889453	                    Alkalitalea saponilacus
