2.62	725441	725441	U	0	unclassified
97.38	26918158	0	R	1	root
97.37	26915956	0	R1	131567	  cellular organisms
97.25	26883357	0	D	2	    Bacteria
92.92	25685323	0	P	1224	      Proteobacteria
92.91	25684814	0	C	1236	        Gammaproteobacteria
92.87	25672017	0	O	91347	          Enterobacterales
92.85	25667601	0	F	543	            Enterobacteriaceae
79.20	21894475	0	G	561	              Escherichia
79.18	21887293	21887293	S	562	                Escherichia coli
0.01	3757	3757	S	208962	                Escherichia albertii
0.01	1697	1697	S	1499973	                Escherichia marmotae
0.01	1726	1726	S	564	                Escherichia fergusonii
13.48	3724976	0	G	570	              Klebsiella
13.35	3691682	3691682	S	573	                Klebsiella pneumoniae
0.05	13730	13730	S	571	                Klebsiella oxytoca
0.02	5832	5832	S	244366	                Klebsiella variicola
0.00	670	670	S	2026240	                Klebsiella quasivariicola
0.00	980	980	S	1463165	                Klebsiella quasipneumoniae
0.00	813	813	S	548	                Klebsiella aerogenes
0.04	11223	11223	S	1134687	                Klebsiella michiganensis
0.00	41	41	S	1934254	                Klebsiella sp. M5al
0.11	29490	0	G	590	              Salmonella
0.11	29421	29421	S	28901	                Salmonella enterica
0.00	69	69	S	54736	                Salmonella bongori
0.01	1995	0	G	544	              Citrobacter
0.01	1464	0	G1	1344959	                Citrobacter freundii complex
0.00	1337	1337	S	546	                  Citrobacter freundii
0.00	79	79	S	67827	                  Citrobacter werkmanii
0.00	17	17	S	2066049	                  Citrobacter freundii complex sp. CFNIH2
0.00	15	15	S	57706	                  Citrobacter braakii
0.00	4	4	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
0.00	4	4	S	133448	                  Citrobacter youngae
0.00	5	5	S	2077148	                  Citrobacter freundii complex sp. CFNIH4
0.00	195	195	S	67825	                Citrobacter rodentium
0.00	169	169	S	545	                Citrobacter koseri
0.00	119	119	S	35703	                Citrobacter amalonaticus
0.00	21	21	S	67824	                Citrobacter farmeri
0.00	16	16	S	1702170	                Citrobacter sp. FDAARGOS_156
0.00	5	5	S	1920110	                Citrobacter sp. CFNIH10
0.00	3	3	S	1703250	                Citrobacter sp. CRE-46
0.04	11455	0	G	620	              Shigella
0.03	7833	7833	S	622	                Shigella dysenteriae
0.01	3621	3621	S	623	                Shigella flexneri
0.00	1137	0	G	547	              Enterobacter
0.00	937	0	G1	354276	                Enterobacter cloacae complex
0.00	511	511	S	550	                  Enterobacter cloacae
0.00	78	78	S	61645	                  Enterobacter asburiae
0.00	255	255	S	158836	                  Enterobacter hormaechei
0.00	24	24	S	69218	                  Enterobacter cancerogenus
0.00	28	28	S	2027919	                  Enterobacter cloacae complex sp.
0.00	15	15	S	1812935	                  Enterobacter roggenkampii
0.00	7	7	S	2077136	                  Enterobacter cloacae complex sp. FDA-CDC-AR_0164
0.00	6	6	S	1915310	                  Enterobacter cloacae complex sp. ECNIH7
0.00	7	7	S	208224	                  Enterobacter kobei
0.00	3	3	S	299767	                  Enterobacter ludwigii
0.00	60	60	S	881260	                Enterobacter bugandensis
0.00	41	41	S	399742	                Enterobacter sp. 638
0.00	21	21	S	1914861	                Enterobacter sp. SA187
0.00	17	17	S	1692238	                Enterobacter sp. FY-07
0.00	38	38	S	1560339	                Enterobacter sp. E20
0.00	13	13	S	1166130	                Enterobacter sp. R4-368
0.00	4	4	S	1868135	                Enterobacter sp. HK169
0.00	3	3	S	1827481	                Enterobacter sp. ODB01
0.00	516	0	G	160674	              Raoultella
0.00	425	425	S	54291	                Raoultella ornithinolytica
0.00	81	81	S	575	                Raoultella planticola
0.00	9	9	S	2259647	                Raoultella sp. X13
0.01	1777	0	F1	191675	              unclassified Enterobacteriaceae
0.01	1767	0	F2	36866	                unclassified Enterobacteriaceae (miscellaneous)
0.00	153	153	S	693444	                  Enterobacteriaceae bacterium strain FGI 57
0.00	1190	1190	S	2052938	                  Enterobacteriaceae bacterium S05
0.00	104	104	S	2282310	                  Enterobacteriaceae bacterium w6
0.00	48	48	S	891974	                  Plautia stali symbiont
0.00	16	16	S	2066051	                  Enterobacteriaceae bacterium ENNIH1
0.00	5	5	S	2282309	                  Enterobacteriaceae bacterium w17
0.00	248	248	S	1920128	                  Enterobacteriaceae bacterium ENNIH3
0.00	10	0	F2	84563	                ant, tsetse, mealybug, aphid, etc. endosymbionts
0.00	6	0	F3	146507	                  aphid secondary symbionts
0.00	3	3	S	1199245	                    secondary endosymbiont of Ctenarytaina eucalypti
0.00	2	0	G	568987	                    Candidatus Hamiltonella
0.00	2	2	S	138072	                      Candidatus Hamiltonella defensa
0.00	1	1	S	134287	                    secondary endosymbiont of Heteropsylla cubana
0.00	2	0	G	1906657	                  Candidatus Doolittlea
0.00	2	2	S	1778262	                    Candidatus Doolittlea endobia
0.00	1	0	G	1906659	                  Candidatus Hoaglandella
0.00	1	1	S	1778263	                    Candidatus Hoaglandella endobia
0.00	1	0	G	472825	                  Candidatus Purcelliella
0.00	1	1	S	472834	                    Candidatus Purcelliella pentastirinorum
0.00	411	0	G	1330547	              Kosakonia
0.00	264	264	S	497725	                Kosakonia oryzae
0.00	98	98	S	208223	                Kosakonia cowanii
0.00	35	35	S	1158459	                Kosakonia sacchari
0.00	13	13	S	283686	                Kosakonia radicincitans
0.00	339	0	G	158483	              Cedecea
0.00	339	339	S	158822	                Cedecea neteri
0.00	251	0	G	1330546	              Pluralibacter
0.00	171	171	S	1334193	                [Enterobacter] lignolyticus
0.00	79	79	S	61647	                Pluralibacter gergoviae
0.00	212	0	G	413496	              Cronobacter
0.00	121	121	S	413501	                Cronobacter muytjensii
0.00	45	45	S	28141	                Cronobacter sakazakii
0.00	14	14	S	413497	                Cronobacter dublinensis
0.00	10	10	S	1163710	                Cronobacter condimenti
