29.82	9353520	9353520	U	0	unclassified
70.18	22011082	0	R	1	root
69.90	21924265	0	R1	131567	  cellular organisms
41.53	13025285	0	D	2	    Bacteria
39.48	12381238	0	D1	1783272	      Terrabacteria group
36.59	11475754	0	P	1239	        Firmicutes
36.47	11439980	0	C	91061	          Bacilli
32.53	10202329	0	O	186826	            Lactobacillales
32.19	10096083	0	F	1300	              Streptococcaceae
32.15	10082437	0	G	1301	                Streptococcus
13.20	4139100	4139100	S	28037	                  Streptococcus mitis
3.74	1173378	1173378	S	1318	                  Streptococcus parasanguinis
8.43	2644731	2644731	S	1313	                  Streptococcus pneumoniae
2.16	677788	677788	S	1303	                  Streptococcus oralis
1.57	492046	492046	S	257758	                  Streptococcus pseudopneumoniae
0.22	70120	70120	S	712633	                  Streptococcus sp. oral taxon 431
0.30	94495	94495	S	113107	                  Streptococcus australis
0.24	76280	76280	S	1902136	                  Streptococcus sp. NPS 308
0.20	62362	62362	S	1759399	                  Streptococcus sp. A12
0.14	42346	42346	S	1302	                  Streptococcus gordonii
0.37	115203	115203	S	1156433	                  Streptococcus sp. I-P16
0.37	115078	115078	S	712624	                  Streptococcus sp. oral taxon 064
0.19	59889	59889	S	1304	                  Streptococcus salivarius
0.09	27454	27454	S	45634	                  Streptococcus cristatus
0.20	63104	63104	S	1156431	                  Streptococcus sp. I-G2
0.04	14075	14075	S	1305	                  Streptococcus sanguinis
0.04	11378	0	G1	671232	                  Streptococcus anginosus group
0.02	6815	6815	S	1328	                    Streptococcus anginosus
0.01	3672	3672	S	1338	                    Streptococcus intermedius
0.00	890	890	S	76860	                    Streptococcus constellatus
0.20	62564	62564	S	1311	                  Streptococcus agalactiae
0.09	27114	27114	S	1308	                  Streptococcus thermophilus
0.03	9930	9930	S	1307	                  Streptococcus suis
0.08	25804	25804	S	1839799	                  Streptococcus sp. FDAARGOS_192
0.09	28083	0	G1	119603	                  Streptococcus dysgalactiae group
0.09	26917	26917	S	1334	                    Streptococcus dysgalactiae
0.00	1165	1165	S	1336	                    Streptococcus equi
0.01	4460	4460	S	82348	                  Streptococcus pluranimalium
0.03	10784	10784	S	1335	                  Streptococcus equinus
0.01	2644	2644	S	1888195	                  Streptococcus himalayensis
0.01	2254	2254	S	2021971	                  Streptococcus respiraculi
0.01	1889	1889	S	400065	                  Streptococcus merionis
0.01	1710	1710	S	1310	                  Streptococcus sobrinus
0.01	2478	2478	S	1314	                  Streptococcus pyogenes
0.01	1589	1589	S	1326	                  Streptococcus acidominimus
0.00	1407	1407	S	1349	                  Streptococcus uberis
0.00	1471	1471	S	1309	                  Streptococcus mutans
0.00	1232	1232	S	1346	                  Streptococcus iniae
0.00	1105	1105	S	1345	                  Streptococcus ferus
0.00	1191	1191	S	1348	                  Streptococcus parauberis
0.00	943	943	S	1917441	                  Streptococcus ruminantium
0.00	906	906	S	1825069	                  Streptococcus marmotae
0.00	602	602	S	1340	                  Streptococcus porcinus
0.00	545	545	S	1811193	                  Streptococcus pantholopis
0.03	9061	9061	S	102684	                  Streptococcus infantarius
0.00	478	478	S	2173853	                  Streptococcus sp. Z15
0.00	345	345	S	1814128	                  Streptococcus halotolerans
0.00	505	505	S	197614	                  Streptococcus pasteurianus
0.00	597	597	S	315405	                  Streptococcus gallolyticus
0.00	1474	1474	S	59310	                  Streptococcus macedonicus
0.00	425	425	S	150055	                  Streptococcus lutetiensis
0.04	13646	0	G	1357	                Lactococcus
0.04	11896	11896	S	1358	                  Lactococcus lactis
0.00	850	850	S	1364	                  Lactococcus piscium
0.00	600	600	S	1363	                  Lactococcus garvieae
0.00	298	298	S	1366	                  Lactococcus raffinolactis
0.24	73863	0	F	33958	              Lactobacillaceae
0.23	71497	0	G	1578	                Lactobacillus
0.09	27018	27018	S	47715	                  Lactobacillus rhamnosus
0.07	22594	22594	S	1613	                  Lactobacillus fermentum
0.02	6390	0	G1	655183	                  Lactobacillus casei group
0.02	5979	5979	S	1597	                    Lactobacillus paracasei
0.00	410	410	S	1582	                    Lactobacillus casei
0.01	2769	2769	S	1584	                  Lactobacillus delbrueckii
0.00	844	844	S	1599	                  Lactobacillus sakei
0.00	759	759	S	1598	                  Lactobacillus reuteri
0.00	663	663	S	97478	                  Lactobacillus mucosae
0.01	3297	3297	S	1590	                  Lactobacillus plantarum
0.00	542	542	S	148814	                  Lactobacillus kunkeei
0.00	410	410	S	1007676	                  Lactobacillus ginsenosidimutans
0.00	376	376	S	2304606	                  Lactobacillus sp. HBUAS52074
0.00	364	364	S	109790	                  Lactobacillus jensenii
0.00	361	361	S	1624	                  Lactobacillus salivarius
0.00	318	318	S	293371	                  Lactobacillus oligofermentans
0.00	316	316	S	1596	                  Lactobacillus gasseri
0.00	278	278	S	1074467	                  Lactobacillus heilongjiangensis
0.00	287	287	S	33959	                  Lactobacillus johnsonii
0.00	377	377	S	1604	                  Lactobacillus amylovorus
0.00	236	236	S	1610	                  Lactobacillus coryniformis
0.00	221	221	S	1623	                  Lactobacillus ruminis
0.00	246	246	S	28038	                  Lactobacillus curvatus
0.00	212	212	S	375175	                  Lactobacillus backii
0.00	167	167	S	1622	                  Lactobacillus murinus
0.00	139	139	S	303541	                  Lactobacillus apis
0.00	146	146	S	240427	                  Lactobacillus paracollinoides
0.00	125	125	S	1601	                  Lactobacillus agilis
0.00	120	120	S	1138822	                  Lactobacillus curieae
0.00	130	130	S	1193095	                  Lactobacillus hokkaidonensis
0.00	122	122	S	1625	                  Lactobacillus sanfranciscensis
0.00	117	117	S	53444	                  Lactobacillus lindneri
0.00	124	124	S	60520	                  Lactobacillus paraplantarum
0.00	110	110	S	1581	                  Lactobacillus buchneri
0.00	97	97	S	1612	                  Lactobacillus farciminis
0.00	100	100	S	1589	                  Lactobacillus pentosus
0.00	88	88	S	164393	                  Lactobacillus fuchuensis
0.00	155	155	S	1218494	                  Lactobacillus helsingborgensis
0.00	92	92	S	392416	                  Lactobacillus crustorum
0.00	216	216	S	1587	                  Lactobacillus helveticus
0.00	90	90	S	2099789	                  Lactobacillus sp. CBA3606
0.00	73	73	S	1847728	                  Lactobacillus allii
0.00	52	52	S	1580	                  Lactobacillus brevis
0.00	50	50	S	267818	                  Lactobacillus kefiranofaciens
0.00	40	40	S	152331	                  Lactobacillus parabuchneri
0.00	36	36	S	83683	                  Lactobacillus amylolyticus
0.00	43	43	S	1579	                  Lactobacillus acidophilus
0.00	26	26	S	637971	                  Lactobacillus koreensis
0.00	29	29	S	2099788	                  Lactobacillus sp. CBA3605
0.00	25	25	S	47770	                  Lactobacillus crispatus
0.00	21	21	S	1602	                  Lactobacillus alimentarius
0.00	18	18	S	1218493	                  Lactobacillus kullabergensis
0.00	15	15	S	1600	                  Lactobacillus acetotolerans
0.00	6	6	S	1303590	                  Lactobacillus bombi
0.00	5	5	S	267363	                  Lactobacillus zymae
0.00	5	5	S	89059	                  Lactobacillus acidipiscis
0.00	10	10	S	52242	                  Lactobacillus gallinarum
0.00	1	1	S	1603	                  Lactobacillus amylophilus
0.01	2366	0	G	1253	                Pediococcus
0.00	1533	0	G1	1670797	                  Pediococcus acidilactici group
0.00	1533	1533	S	1254	                    Pediococcus acidilactici
0.00	410	410	S	187452	                  Pediococcus claussenii
0.00	183	183	S	1255	                  Pediococcus pentosaceus
0.00	160	160	S	114090	                  Pediococcus inopinatus
0.00	78	78	S	51663	                  Pediococcus damnosus
0.05	16008	0	F	81852	              Enterococcaceae
0.04	12119	0	G	1350	                Enterococcus
0.01	2876	2876	S	44008	                  Enterococcus cecorum
0.01	2076	2076	S	1351	                  Enterococcus faecalis
0.01	2026	2026	S	1352	                  Enterococcus faecium
0.00	987	987	S	417368	                  Enterococcus thailandicus
0.00	851	851	S	53346	                  Enterococcus mundtii
0.00	1061	1061	S	53345	                  Enterococcus durans
0.00	530	530	S	2005703	                  Enterococcus wangshanyuanii
0.00	630	630	S	1354	                  Enterococcus hirae
0.00	487	487	S	160453	                  Enterococcus gilvus
0.00	520	520	S	37734	                  Enterococcus casseliflavus
0.00	59	59	S	2060306	                  Enterococcus sp. FDAARGOS_163
0.00	11	11	S	2057791	                  Enterococcus sp. CR-Ec1
0.01	2984	0	G	2737	                Vagococcus
0.01	1611	1611	S	633807	                  Vagococcus penaei
0.00	1372	1372	S	519472	                  Vagococcus teuberi
0.00	565	0	G	51668	                Tetragenococcus
0.00	565	565	S	51669	                  Tetragenococcus halophilus
0.00	338	0	G	33969	                Melissococcus
0.00	338	338	S	33970	                  Melissococcus plutonius
0.03	10006	0	F	186828	              Carnobacteriaceae
0.02	6197	0	G	2747	                Carnobacterium
0.01	1946	1946	S	2748	                  Carnobacterium divergens
0.00	1453	1453	S	2751	                  Carnobacterium maltaromaticum
0.00	1226	1226	S	147709	                  Carnobacterium inhibens
0.00	986	986	S	1564681	                  Carnobacterium sp. CP1
0.00	583	583	S	208596	                  Carnobacterium sp. 17-4
0.01	3409	0	G	1470540	                Jeotgalibaca
0.01	2686	2686	S	1903686	                  Jeotgalibaca sp. PTS2502
0.00	722	722	S	708126	                  Jeotgalibaca dankookensis
0.00	399	0	G	191769	                Marinilactibacillus
0.00	399	399	S	1911586	                  Marinilactibacillus sp. 15R
0.01	3679	0	F	186827	              Aerococcaceae
0.01	3420	0	G	1375	                Aerococcus
0.00	652	652	S	119206	                  Aerococcus sanguinicola
0.00	570	570	S	1376	                  Aerococcus urinae
0.00	1166	1166	S	51665	                  Aerococcus urinaeequi
0.00	258	258	S	87541	                  Aerococcus christensenii
0.00	594	594	S	1377	                  Aerococcus viridans
0.00	177	177	S	128944	                  Aerococcus urinaehominis
0.00	259	0	F1	881649	                unclassified Aerococcaceae
0.00	259	259	S	2036206	                  Aerococcaceae bacterium ZY16052
0.01	2683	0	F	81850	              Leuconostocaceae
0.01	1822	0	G	46255	                Weissella
0.00	656	656	S	137591	                  Weissella cibaria
0.00	463	463	S	1249	                  Weissella paramesenteroides
0.00	206	206	S	1629	                  Weissella viridescens
