5.83	602494	602494	U	0	unclassified
94.17	9731529	0	R	1	root
94.16	9730216	0	R1	131567	  cellular organisms
94.15	9729790	0	D	2	    Bacteria
94.10	9723877	0	P	1224	      Proteobacteria
94.09	9723633	0	C	1236	        Gammaproteobacteria
94.09	9722969	0	O	91347	          Enterobacterales
94.05	9719430	0	F	543	            Enterobacteriaceae
93.60	9673003	0	G	570	              Klebsiella
91.80	9486406	9486406	S	573	                Klebsiella pneumoniae
1.26	130097	130097	S	244366	                Klebsiella variicola
0.31	32545	32545	S	1463165	                Klebsiella quasipneumoniae
0.09	9032	9032	S	571	                Klebsiella oxytoca
0.05	5011	5011	S	2026240	                Klebsiella quasivariicola
0.02	1735	1735	S	548	                Klebsiella aerogenes
0.08	8007	8007	S	1134687	                Klebsiella michiganensis
0.00	166	166	S	1934254	                Klebsiella sp. M5al
0.08	8617	0	G	547	              Enterobacter
0.08	8124	0	G1	354276	                Enterobacter cloacae complex
0.02	2275	2275	S	550	                  Enterobacter cloacae
0.05	5610	5610	S	158836	                  Enterobacter hormaechei
0.00	88	88	S	69218	                  Enterobacter cancerogenus
0.00	51	51	S	61645	                  Enterobacter asburiae
0.00	60	60	S	1812935	                  Enterobacter roggenkampii
0.00	29	29	S	2027919	                  Enterobacter cloacae complex sp.
0.00	3	3	S	1915310	                  Enterobacter cloacae complex sp. ECNIH7
0.00	3	3	S	208224	                  Enterobacter kobei
0.00	194	194	S	881260	                Enterobacter bugandensis
0.00	111	111	S	1914861	                Enterobacter sp. SA187
0.00	101	101	S	399742	                Enterobacter sp. 638
0.00	63	63	S	1560339	                Enterobacter sp. E20
0.00	9	9	S	1692238	                Enterobacter sp. FY-07
0.00	7	7	S	1166130	                Enterobacter sp. R4-368
0.00	2	2	S	1977566	                Enterobacter sp. Crenshaw
0.00	2	2	S	1868135	                Enterobacter sp. HK169
0.21	21894	0	G	561	              Escherichia
0.21	21842	21842	S	562	                Escherichia coli
0.00	34	34	S	1499973	                Escherichia marmotae
0.00	15	15	S	208962	                Escherichia albertii
0.00	2	2	S	564	                Escherichia fergusonii
0.02	1975	0	G	160674	              Raoultella
0.02	1813	1813	S	54291	                Raoultella ornithinolytica
0.00	161	161	S	575	                Raoultella planticola
0.01	1321	0	G	544	              Citrobacter
0.01	827	0	G1	1344959	                Citrobacter freundii complex
0.00	174	174	S	67827	                  Citrobacter werkmanii
0.00	337	337	S	2077147	                  Citrobacter freundii complex sp. CFNIH3
0.00	238	238	S	546	                  Citrobacter freundii
0.00	64	64	S	133448	                  Citrobacter youngae
0.00	7	7	S	2077148	                  Citrobacter freundii complex sp. CFNIH4
0.00	3	3	S	57706	                  Citrobacter braakii
0.00	196	196	S	67825	                Citrobacter rodentium
0.00	189	189	S	545	                Citrobacter koseri
0.00	82	82	S	35703	                Citrobacter amalonaticus
0.00	9	9	S	67824	                Citrobacter farmeri
0.00	15	15	S	1920110	                Citrobacter sp. CFNIH10
0.00	1	1	S	1702170	                Citrobacter sp. FDAARGOS_156
